DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2000-0363-USA,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,USA,United States of America,Northern America,Americas,"Park, Jefferson, Larimer districts (Colorado province)",,,No,No,No,,85,Km2,,,,2000,6,12,2000,6,12,,,800,210,1010,,,,,,,56.5142905592776,"[{""adm2_code"":28957,""adm2_name"":""Larimer""},{""adm2_code"":28969,""adm2_name"":""Park""},{""adm2_code"":154741,""adm2_name"":""Jefferson""}]",2003-07-01,2023-09-25
2000-0374-CRI,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,CRI,Costa Rica,Latin America and the Caribbean,Americas,"Miramar de Puntarenas town (Montes de Oro district, Puntarenas province)",,,No,No,No,,,,,,,2000,6,27,2000,6,27,7,,200,,200,,,,,,,56.5142905592776,"[{""adm2_code"":14527,""adm2_name"":""Montes De Oro""}]",2003-07-01,2023-09-25
2000-0375-CHL,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,CHL,Chile,Latin America and the Caribbean,Americas,"Metropolitana, Coquimbo, Valparaiso, Maule, Araucania, Los Lagos, Los Rios, Libertador Gral. Bernardo O'higgins provinces",,Rain,Yes,No,No,1175,,Km2,,,,2000,6,12,2000,6,26,15,,129266,10401,139667,,,,,30000,53084,56.5142905592776,"[{""adm1_code"":884,""adm1_name"":""Araucania""},{""adm1_code"":888,""adm1_name"":""Coquimbo""},{""adm1_code"":889,""adm1_name"":""Libertador Gral. Bernardo O'Higgins""},{""adm1_code"":892,""adm1_name"":""Maule""},{""adm1_code"":893,""adm1_name"":""Metropolitana""},{""adm1_code"":91501,""adm1_name"":""Los Lagos""},{""adm1_code"":91504,""adm1_name"":""Los Rios""},{""adm1_code"":149630,""adm1_name"":""Valparaiso""}]",2005-07-09,2023-09-25
2000-0387-NIC,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp0009vy1,,NIC,Nicaragua,Latin America and the Caribbean,Americas,"Laguna de Apoyo nature reserve (Masaya district, Masaya province)",,,No,No,No,69,5.4,Moment Magnitude,11.884,-85.988,,2000,7,6,2000,7,6,7,42,1785,5650,7477,,,,,,,56.5142905592776,"[{""adm2_code"":22499,""adm2_name"":""Masaya""}]",2003-09-08,2023-09-25
2000-0390-COL,No,tec-tra-air-air,Technological,Transport,Air,Air,,DC-4,COL,Colombia,Latin America and the Caribbean,Americas,Villavicencia,,,No,No,No,,,,,,,2000,7,9,2000,7,9,13,7,,,7,,,,,,,56.5142905592776,,2003-07-01,2023-09-25
2000-0391-MEX,No,tec-tra-air-air,Technological,Transport,Air,Air,,Jet Stream J-32,MEX,Mexico,Latin America and the Caribbean,Americas,Near Villahermosa,,,No,No,No,,,,,,,2000,7,8,2000,7,8,19,,,,,,,,,,,56.5142905592776,,2003-07-01,2023-09-25
2000-0395-USA,No,tec-mis-col-col,Technological,Miscellaneous accident,Collapse (Miscellaneous),Collapse (Miscellaneous),,Terrasse,USA,United States of America,Northern America,Americas,Near Cleveland,,,No,No,No,,,,,,,2000,7,1,2000,7,1,1,100,,,100,,,,,,,56.5142905592776,,2003-07-01,2023-09-25
2000-0403-PER,No,nat-bio-inf-loc,Natural,Biological,Infestation,Locust infestation,,,PER,Peru,Latin America and the Caribbean,Americas,"Cajamarca, Lambayeque",,,No,No,No,,,,,,,2000,6,,2000,6,,,,,,,,,,,,,56.5142905592776,,2003-07-01,2023-09-25
2000-0406-USA,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,USA,United States of America,Northern America,Americas,"Hanford area (Benton district, Washington province)",,,No,No,No,,607,Km2,,,,2000,6,27,2000,6,27,,2,8000,75,8077,,,,,,,56.5142905592776,"[{""adm2_code"":31632,""adm2_name"":""Benton""}]",2003-07-01,2023-09-25
2000-0416-BOL,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,BOL,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas,"Cochabamba, Santa Cruz, La Paz provinces",,,No,No,No,,-9,°C,,,,2000,7,,2000,7,,6,,25277,,25277,,,,,,,56.5142905592776,"[{""adm1_code"":40445,""adm1_name"":""Cochabamba""},{""adm1_code"":40446,""adm1_name"":""La Paz""},{""adm1_code"":40449,""adm1_name"":""Santa Cruz""}]",2003-07-01,2023-09-25
2000-0419-ECU,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,ECU,Ecuador,Latin America and the Caribbean,Americas,Guayllabamba,,,No,No,No,,,,,,,2000,7,14,2000,7,14,17,30,,,30,,,,,,,56.5142905592776,,2003-07-01,2023-09-25
2000-0420-CAN,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,CAN,Canada,Northern America,Americas,"Pine Lake area (Division No. 8 district, Alberta province)",,,No,No,No,,300,Kph,,,,2000,7,14,2000,7,14,11,140,,700,840,,,10000,17695,13000,23003,56.5142905592776,"[{""adm2_code"":12527,""adm2_name"":""Division No.  8""}]",2005-07-09,2023-09-25
2000-0421-ARG,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,ARG,Argentina,Latin America and the Caribbean,Americas,"Buenos Aires, Sante Fe, Formosa, Santa Cruz provinces",,,No,No,No,,0,°C,,,,2000,6,17,2000,6,17,15,,300,,300,,,,,,,56.5142905592776,"[{""adm1_code"":429,""adm1_name"":""Buenos Aires""},{""adm1_code"":437,""adm1_name"":""Formosa""},{""adm1_code"":448,""adm1_name"":""Santa Cruz""},{""adm1_code"":449,""adm1_name"":""Santa Fe""}]",2003-07-01,2023-09-25
2000-0422-URY,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,URY,Uruguay,Latin America and the Caribbean,Americas,"Paysandu, Maldonado provinces",,,No,No,No,,-7.5,°C,,,,2000,7,,2000,7,,7,,400,,400,,,,,,,56.5142905592776,"[{""adm1_code"":3273,""adm1_name"":""Maldonado""},{""adm1_code"":3275,""adm1_name"":""Paysandu""}]",2003-07-01,2023-09-25
2000-0423-CHL,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,CHL,Chile,Latin America and the Caribbean,Americas,"Antofagasta, Araucania, Arica y Painacota, Atacama, Coquimbo, Los Lagos, Los Rios, Tarapaca provinces",,,No,No,No,,-20,°C,,,,2000,7,3,2000,7,3,,,,,,,,,,10000,17695,56.5142905592776,"[{""adm1_code"":883,""adm1_name"":""Antofagasta""},{""adm1_code"":884,""adm1_name"":""Araucania""},{""adm1_code"":885,""adm1_name"":""Atacama""},{""adm1_code"":888,""adm1_name"":""Coquimbo""},{""adm1_code"":91501,""adm1_name"":""Los Lagos""},{""adm1_code"":91502,""adm1_name"":""Tarapaca""},{""adm1_code"":91503,""adm1_name"":""Arica y Painacota""},{""adm1_code"":91504,""adm1_name"":""Los Rios""}]",2003-07-01,2023-09-25
2000-0433-USA,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,USA,United States of America,Northern America,Americas,"Texas, Louisiana, Alabama provinces",,,No,No,No,,38,°C,,,,2000,7,,2000,7,,35,,,,,,,,,,,56.5142905592776,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2003-07-01,2023-09-25
2000-0435-CRI,No,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Maison de retraite,CRI,Costa Rica,Latin America and the Caribbean,Americas,San Antonio de Tilaran (Guanacaste provnce),,,No,No,No,,,,,,,2000,7,19,2000,7,19,17,,,,,,,,,,,56.5142905592776,,2003-07-01,2023-09-25
2000-0440-BOL,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,BOL,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas,Near La Paz,,,No,No,No,,,,,,,2000,7,24,2000,7,24,17,,,,,,,,,,,56.5142905592776,,2003-07-01,2023-09-25
2000-0450-USA,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,USA,United States of America,Northern America,Americas,Alaska province,,,No,No,No,,2363,Km2,,,,2000,7,,2000,7,,,,,,,,,,,,,56.5142905592776,"[{""adm1_code"":3215,""adm1_name"":""Alaska""}]",2003-07-01,2023-09-25
2000-0463-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Granite Falls city (Yellow Medicine, Minnesota province)",,,No,No,No,,,Kph,,,,2000,7,25,2000,7,25,1,15,900,120,1035,,,,,8100,14333,56.5142905592776,"[{""adm2_code"":30078,""adm2_name"":""Yellow Medicine""}]",2003-07-01,2023-09-25
2000-0465-USA,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,USA,United States of America,Northern America,Americas,"Arizona, California, Colorado, Idaho, Montana, Nevada, New Mexico, Oregon, South Dakota, Texas, Utah, Washington, Wyoming, Florida, North Dakota provinces",,,No,No,No,,680000,Km2,,,,2000,7,,2000,8,,14,,1000,,1000,,,,,1000000,1769464,56.5142905592776,"[{""adm1_code"":3216,""adm1_name"":""Arizona""},{""adm1_code"":3218,""adm1_name"":""California""},{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3226,""adm1_name"":""Idaho""},{""adm1_code"":3240,""adm1_name"":""Montana""},{""adm1_code"":3242,""adm1_name"":""Nevada""},{""adm1_code"":3245,""adm1_name"":""New Mexico""},{""adm1_code"":3248,""adm1_name"":""North Dakota""},{""adm1_code"":3251,""adm1_name"":""Oregon""},{""adm1_code"":3255,""adm1_name"":""South Dakota""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3258,""adm1_name"":""Utah""},{""adm1_code"":3261,""adm1_name"":""Washington""},{""adm1_code"":3264,""adm1_name"":""Wyoming""}]",2007-08-27,2023-09-25
2000-0466-BRA,No,nat-hyd-mmw-mud,Natural,Hydrological,Mass movement (wet),Mudslide,,,BRA,Brazil,Latin America and the Caribbean,Americas,"Alagoas, Pernambuco provinces",,,No,No,No,,,,,,,2000,7,30,2000,8,17,60,,,143000,143000,,,,,75000,132710,56.5142905592776,"[{""adm1_code"":666,""adm1_name"":""Alagoas""},{""adm1_code"":681,""adm1_name"":""Pernambuco""}]",2004-10-21,2023-09-25
2000-0468-BRA,No,tec-tra-rai-rai,Technological,Transport,Rail,Rail,,,BRA,Brazil,Latin America and the Caribbean,Americas,Sao Paulo,,,No,No,No,,,,,,,2000,7,28,2000,7,28,12,110,,,110,,,,,,,56.5142905592776,,2003-07-01,2023-09-25
2000-0486-PRY,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,PRY,Paraguay,Latin America and the Caribbean,Americas,"Alto Paraguay, Alto Parana, Amambay, Boqueron, Caaguazu, Caazapa, Canindeyu, Central, Concepcion, Cordillera, Guaira, Itapua, Misiones, Neembucu, Paraguari, Presidente Hayes, San Pedro provinces",,,No,No,No,,-5,°C,,,,2000,7,,2000,7,,8,,,,,,,,,,,56.5142905592776,"[{""adm1_code"":2311,""adm1_name"":""Alto Paraguay""},{""adm1_code"":2312,""adm1_name"":""Alto Parana""},{""adm1_code"":2313,""adm1_name"":""Amambay""},{""adm1_code"":2314,""adm1_name"":""Boqueron""},{""adm1_code"":2315,""adm1_name"":""Caaguazu""},{""adm1_code"":2316,""adm1_name"":""Caazapa""},{""adm1_code"":2317,""adm1_name"":""Canindeyu""},{""adm1_code"":2318,""adm1_name"":""Central""},{""adm1_code"":2319,""adm1_name"":""Concepcion""},{""adm1_code"":2320,""adm1_name"":""Cordillera""},{""adm1_code"":2321,""adm1_name"":""Guaira""},{""adm1_code"":2322,""adm1_name"":""Itapua""},{""adm1_code"":2323,""adm1_name"":""Misiones""},{""adm1_code"":2324,""adm1_name"":""Neembucu""},{""adm1_code"":2325,""adm1_name"":""Paraguari""},{""adm1_code"":2326,""adm1_name"":""Presidente Hayes""},{""adm1_code"":2327,""adm1_name"":""San Pedro""}]",2003-07-01,2023-09-25
2000-0500-USA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,USA,United States of America,Northern America,Americas,"Morris, Sussex districts (New Jersey province)",Heavy rain,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2000,8,12,2000,8,14,,,175,,175,,,,,166000,293731,56.5142905592776,"[{""adm2_code"":30464,""adm2_name"":""Morris""},{""adm2_code"":30469,""adm2_name"":""Sussex""}]",2006-02-23,2023-09-25
2000-0502-USA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,USA,United States of America,Northern America,Americas,Pennsylvania province,,,No,No,No,,,Km2,,,,2000,7,30,2000,7,30,,,300,,300,,,,,,,56.5142905592776,"[{""adm1_code"":3252,""adm1_name"":""Pennsylvania""}]",2003-07-01,2023-09-25
2000-0512-USA,No,tec-mis-exp-exp,Technological,Miscellaneous accident,Explosion (Miscellaneous),Explosion (Miscellaneous),,Conduite de gaz,USA,United States of America,Northern America,Americas,Near Carlsbad (Nouveau Mexique),,,No,No,No,,,,,,,2000,8,19,2000,8,19,10,2,,,2,,,,,,,56.5142905592776,,2003-07-01,2023-09-25
2000-0513-PAN,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,"Minesweeper ""Valiente"" and cargo ""Skyros""",PAN,Panama,Latin America and the Caribbean,Americas,Near La Paloma,,,No,No,No,,,,,,,2000,8,5,2000,8,5,11,,,,,,,,,,,56.5142905592776,,2003-07-01,2023-09-25
2000-0586-PER,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,PER,Peru,Latin America and the Caribbean,Americas,"Arma village (La Convenci?n district, Cusco province)",,,No,No,No,,,,,,,2000,9,16,2000,9,16,11,,,,,,,,,,,56.5142905592776,"[{""adm2_code"":24080,""adm2_name"":""La Convención""}]",2003-07-01,2023-09-25
2000-0590-BRA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,BRA,Brazil,Latin America and the Caribbean,Americas,"Recife city (Recife district, Pernambuco province), Jaboatao Dos Guararapes, Moreno districts (Pernambuco province)",Heavy rain,,No,No,No,,3000,Km2,,,,2000,9,16,2000,9,18,3,,10000,,10000,,,,,,,56.5142905592776,"[{""adm2_code"":9576,""adm2_name"":""Jaboatao Dos Guararapes""},{""adm2_code"":9598,""adm2_name"":""Moreno""},{""adm2_code"":9621,""adm2_name"":""Recife""}]",2004-10-21,2023-09-25
2000-0595-SLV,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,SLV,El Salvador,Latin America and the Caribbean,Americas,"Cabanas, Cuscatlan, La Paz, La Union, Morazan, San Miguel, San Salvador, San Vicente, Usulutan provinces",Heavy rain,,No,No,Yes,,,Km2,,,,2000,9,5,2000,9,9,2,,400,,400,,,,,,,56.5142905592776,"[{""adm1_code"":1185,""adm1_name"":""Cabanas""},{""adm1_code"":1187,""adm1_name"":""Cuscatlan""},{""adm1_code"":1189,""adm1_name"":""La Paz""},{""adm1_code"":1190,""adm1_name"":""La Union""},{""adm1_code"":1191,""adm1_name"":""Morazan""},{""adm1_code"":1192,""adm1_name"":""San Miguel""},{""adm1_code"":1193,""adm1_name"":""San Salvador""},{""adm1_code"":1194,""adm1_name"":""San Vicente""},{""adm1_code"":1197,""adm1_name"":""Usulutan""}]",2004-10-21,2023-09-25
2000-0598-USA,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp0009zmm,,USA,United States of America,Northern America,Americas,"Near Yountville city (Napa district, California province)",,,No,No,No,,4.9,Moment Magnitude,38.3788333,-122.4133333,,2000,9,3,2000,9,3,,70,25000,104,25174,,,,,50000,88473,56.5142905592776,"[{""adm2_code"":28892,""adm2_name"":""Napa""}]",2005-04-17,2023-09-25
2000-0607-ARG,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,,ARG,Argentina,Latin America and the Caribbean,Americas,"Neugen, Rio Negro, Chubut, Santa Cruz (Patagonia region)",,,No,No,No,,,Kph,,,,2000,9,,2000,9,,,,,,,,,,,,,56.5142905592776,"[{""adm1_code"":433,""adm1_name"":""Chubut""},{""adm1_code"":443,""adm1_name"":""Neuquen""},{""adm1_code"":444,""adm1_name"":""Rio Negro""},{""adm1_code"":448,""adm1_name"":""Santa Cruz""}]",2003-07-01,2023-09-25
2000-0609-GTM,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,GTM,Guatemala,Latin America and the Caribbean,Americas,"Teleman area (Panzos district, Alta Verapaz province), Guatemala district (Guatemala province), Zacapa district (Zacapa province)",Heavy rain,"Slide (land, mud, snow, rock)",No,No,No,,13970,Km2,,,Concepcion river,2000,9,15,2000,9,17,20,12,200,250,462,,,,,,,56.5142905592776,"[{""adm2_code"":64843,""adm2_name"":""Guatemala""},{""adm2_code"":65102,""adm2_name"":""Panzós""},{""adm2_code"":65129,""adm2_name"":""Zacapa""}]",2004-10-21,2023-09-25
2000-0611-MEX,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,Norman,MEX,Mexico,Latin America and the Caribbean,Americas,"Chiapas, Veracruz, Guerrero provinces",,,No,No,No,,88,Kph,,,,2000,9,21,2000,9,21,8,,300,,300,,,,,,,56.5142905592776,"[{""adm1_code"":2032,""adm1_name"":""Chiapas""},{""adm1_code"":2039,""adm1_name"":""Guerrero""},{""adm1_code"":2057,""adm1_name"":""Veracruz""}]",2003-07-01,2023-09-25
2000-0614-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Xenia city (Greene district, Ohio province)",,,No,No,No,,,Kph,,,,2000,9,20,2000,9,20,1,115,,,115,,,62500,110591,90000,159252,56.5142905592776,"[{""adm2_code"":30748,""adm2_name"":""Greene""}]",2003-07-01,2023-09-25
2000-0627-PAN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,PAN,Panama,Latin America and the Caribbean,Americas,Chiriqui province,,,No,No,No,,,Km2,,,,2000,9,,2000,9,,1,,,1000,1000,,,,,1300,2300,56.5142905592776,"[{""adm1_code"":93669,""adm1_name"":""Chiriquí""}]",2003-07-01,2023-09-25
2000-0637-SLV,No,tec-mis-exp-exp,Technological,Miscellaneous accident,Explosion (Miscellaneous),Explosion (Miscellaneous),,Military police ammunition dump,SLV,El Salvador,Latin America and the Caribbean,Americas,San Salvador,,,No,No,No,,,,,,,2000,5,10,2000,5,10,60,41,,,41,,,,,,,56.5142905592776,,2003-07-01,2023-09-25
2000-0640-MEX,No,tec-mis-exp-exp,Technological,Miscellaneous accident,Explosion (Miscellaneous),Explosion (Miscellaneous),,Factory,MEX,Mexico,Latin America and the Caribbean,Americas,Salamanca,,,No,No,No,,,,,,,2000,9,12,2000,9,12,,170,,,170,,,,,,,56.5142905592776,,2003-07-01,2023-09-25
2000-0642-BLZ,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Keith,BLZ,Belize,Latin America and the Caribbean,Americas,"San Pedro and Belize cities, Cay Caulker and Ambergris Caye islands (Belize province), Corozal, Cayo, Orange Walk provinces",,,Yes,No,No,2628,215,Kph,,,,2000,9,30,2000,10,3,14,570,62000,,62570,,,,,277460,490955,56.5142905592776,"[{""adm1_code"":603,""adm1_name"":""Belize""},{""adm1_code"":604,""adm1_name"":""Cayo""},{""adm1_code"":605,""adm1_name"":""Corozal""},{""adm1_code"":606,""adm1_name"":""Orange Walk""}]",2006-09-17,2023-09-25
2000-0643-MEX,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Keith,MEX,Mexico,Latin America and the Caribbean,Americas,"Puebla, Campeche, Quintana Roo, Yucatan, Veracruz, Chiapas, Oaxaca, Tabasco, Tamaulipas provinces",,,No,No,No,,150,Kph,,,,2000,9,29,2000,10,3,23,,30000,,30000,,,,,1000,1769,56.5142905592776,"[{""adm1_code"":2031,""adm1_name"":""Campeche""},{""adm1_code"":2032,""adm1_name"":""Chiapas""},{""adm1_code"":2047,""adm1_name"":""Oaxaca""},{""adm1_code"":2048,""adm1_name"":""Puebla""},{""adm1_code"":2050,""adm1_name"":""Quintana Roo""},{""adm1_code"":2054,""adm1_name"":""Tabasco""},{""adm1_code"":2055,""adm1_name"":""Tamaulipas""},{""adm1_code"":2057,""adm1_name"":""Veracruz""},{""adm1_code"":2058,""adm1_name"":""Yucatan""}]",2005-12-16,2023-09-25
2000-0644-NIC,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Keith,NIC,Nicaragua,Latin America and the Caribbean,Americas,"Léon, Chinandega, Managua, Granada, Rivas provinces",,,No,No,No,,,Kph,,,,2000,9,29,2000,10,3,1,,2300,,2300,,,,,1000,1769,56.5142905592776,"[{""adm1_code"":2189,""adm1_name"":""Chinandega""},{""adm1_code"":2192,""adm1_name"":""Granada""},{""adm1_code"":2194,""adm1_name"":""Leon""},{""adm1_code"":2196,""adm1_name"":""Managua""},{""adm1_code"":2201,""adm1_name"":""Rivas""}]",2005-12-20,2023-09-25
2000-0645-SLV,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Keith,SLV,El Salvador,Latin America and the Caribbean,Americas,"Ahuachapan, Cabanas, Chalatenango, Cuscatlan, La Libertad, La Paz, La Union, Morazan, San Miguel, San Salvador, San Vicente, Santa Ana, Sonsonate, Usulutan provinces",,,No,No,No,,,Kph,,,,2000,10,1,2000,10,1,1,,100,,100,,,,,,,56.5142905592776,"[{""adm1_code"":1184,""adm1_name"":""Ahuachapan""},{""adm1_code"":1185,""adm1_name"":""Cabanas""},{""adm1_code"":1186,""adm1_name"":""Chalatenango""},{""adm1_code"":1187,""adm1_name"":""Cuscatlan""},{""adm1_code"":1188,""adm1_name"":""La Libertad""},{""adm1_code"":1189,""adm1_name"":""La Paz""},{""adm1_code"":1190,""adm1_name"":""La Union""},{""adm1_code"":1191,""adm1_name"":""Morazan""},{""adm1_code"":1192,""adm1_name"":""San Miguel""},{""adm1_code"":1193,""adm1_name"":""San Salvador""},{""adm1_code"":1194,""adm1_name"":""San Vicente""},{""adm1_code"":1195,""adm1_name"":""Santa Ana""},{""adm1_code"":1196,""adm1_name"":""Sonsonate""},{""adm1_code"":1197,""adm1_name"":""Usulutan""}]",2003-07-01,2023-09-25
2000-0646-BRA,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,BRA,Brazil,Latin America and the Caribbean,Americas,Tabosa region,,,No,No,No,,,,,,,2000,10,3,2000,10,3,11,35,,,35,,,,,,,56.5142905592776,,2003-07-01,2023-09-25
2000-0648-COL,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,COL,Colombia,Latin America and the Caribbean,Americas,"Ayapel district (Cordoba province), San Benito Abad district (Sucre province)",Heavy rains,,No,No,No,,,Km2,,,"Magdalena, Cauca, San Jorge and Sinu",2000,9,20,2000,9,20,9,,28000,,28000,,,,,,,56.5142905592776,"[{""adm2_code"":13808,""adm2_name"":""Ayapel""},{""adm2_code"":14307,""adm2_name"":""San Benito Abad""}]",2004-10-21,2023-09-25
